label,longitude,latitude,TypeCode,Priority,APC_Diameter,APC_Depth,Comment,elevation,APC_Diameter_numeric,APC_Depth_numeric,type_score,priority_score,morphology_score,themis_lon_tile,themis_lat_tile,themis_tile,themis_quantitative_product_name
CC0844,249.4981,23.26611,lat,0,,,Pit wall lateral candidate near Olympica Fossae,2961.038242340695,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0846,250.8204,28.02429,lat,0,,,Pit wall candidate in Ceraunius Fossae -see stretch,3524.925759418053,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0847,250.8189,28.02674,lat,0,,,Pit wall candidate in Ceraunius Fossae -see stretch,3524.948608044478,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0860,240.4131,46.41468,lat,0,,,small channel wall lateral 6m,22.19955015613053,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0861,240.4133,46.41562,lat,0,,,small channel wall lateral 3m,21.80454540088085,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0011,122.3054,21.50098,pit,0,,,large deep Hephaestus pit,-3805.974900283408,,,3,5,3.8,120E,00N,00N120E,THEMIS Thermal Inertia Mosaic Quantitative 00N120E 100mpp
CC0845,253.0579,34.05775,pit,0,,,Ceraunius Fossae small candidate - 5 m,3048.8463350623097,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0863,289.3419,38.19513,pit,0,,,Deep dark small pit,570.6289726698815,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0865,289.3141,38.11926,pit,0,,,Deep dark small pit,515.3294220438895,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0869,289.3145,38.24622,pit,0,,,Interesting pit - almost looks excavated,849.6263481523712,,,3,5,3.8,240E,30N,30N240E,THEMIS Thermal Inertia Mosaic Quantitative 30N240E 100mpp
CC0891,246.9805,27.64392,pit,0,,,Tharsis vent candidate,2843.88328144721,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0892,246.9785,27.64278,pit,0,,,Tharsis vent candidate,2843.7145946093165,,,3,5,3.8,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0901,39.1812,26.27903,pit,0,,,Candidate region for sublimation caves in past or present ice flows,-2140.7793053349774,,,3,5,3.8,000E,00N,00N000E,THEMIS Thermal Inertia Mosaic Quantitative 00N000E 100mpp
CC0015,236.6222,-6.66313,end,1,,,upper end of trough - impact?,6790.53700403946,,,3,4,3.4,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0025,240.8302,-6.68977,end,1,,,"Pit at end of trough, possibly under overhang",11275.097953864575,,,3,4,3.4,240E,30S,30S240E,THEMIS Thermal Inertia Mosaic Quantitative 30S240E 100mpp
CC0026,284.588,28.78819,end,1,,,Kasei Fracture Tip Cave ~ strong ~ i=49,495.8101160810573,,,3,4,3.4,240E,00N,00N240E,THEMIS Thermal Inertia Mosaic Quantitative 00N240E 100mpp
CC0707,236.73,-13.51,end,1,,,End-of-channel. Possibly in continuous fracture or conduit.,9300.379168000049,,,3,4,3.4,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0097,238.553,-5.14594,lat,1,,,"interesting, in hillside",7126.785374989165,,,3,4,3.4,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
CC0167,233.4368,-3.68384,pit,1,,,pit in trough floor center,3320.506466978278,,,3,4,3.4,180E,30S,30S180E,THEMIS Thermal Inertia Mosaic Quantitative 30S180E 100mpp
